Domaine	Title	Text	Tag	URL
jeux-video	LES MEILLEURS JEUX INDÉ DE 2021	"""La journée d'hier a été marquée par un nombre record d'injections en 24 heures, qui a atteint la barre des 600.000, tandis que le nombre de doses administrées dépasse désormais la barre de 37 millions"", s'est félicité l'organisme gouvernemental en charge de la campagne vaccinale dans un communiqué."	MINORITÉS	https://www.cnews.fr/jeux-video/2021-05-31/les-meilleurs-jeux-inde-de-2021-1067913
vie-numerique	UN PORTAIL INSPIRÉ DE STARGATE RELIE DEUX VILLES EN EUROPE	La pandémie du nouveau coronavirus a fait au moins 3.714.923 morts dans le monde depuis que le bureau de l'OMS en Chine a fait état de l'apparition de la maladie fin décembre 2019, selon un bilan établi par l'AFP à partir de sources officielles samedi à 10H00 GMT. Plus de 172.499.930 cas d'infection ont été officiellement diagnostiqués depuis le début de l'épidémie. La grande majorité des malades guérissent, mais une part encore mal évaluée conserve des symptômes pendant des semaines, voire des mois.	PEOPLE	https://www.cnews.fr/vie-numerique/2021-05-31/un-portail-inspire-de-stargate-relie-deux-villes-en-europe-1087430
vie-numerique	MALWARE : CETTE NOUVELLE ARNAQUE VOLE VOS MOTS DE PASSE GRÂCE AUX FRAPPES DU CLAVIER	L'Argentine a dépassé vendredi le seuil des 80.000 décès dus au coronavirus, pour un total d'environ 4 millions de cas de contaminations depuis le début de la pandémie, selon les autorités sanitaires du pays. Au cours des dernières 24 heures, 30.950 nouveaux cas de Covid-19 et 539 morts ont été enregistrés, portant le nombre total de décès à 80.411, alors que la moyenne des nouveaux cas quotidiens se situait à plus de 500 la semaine dernière.	PEOPLE	https://www.cnews.fr/vie-numerique/2021-05-29/malware-cette-nouvelle-arnaque-vole-vos-mots-de-passe-grace-aux-frappes-du
jeux-video	LES JEUX VIDÉO LES PLUS ATTENDUS DE 2021 ET DE 2022	Le régulateur brésilien Anvisa a accordé vendredi une autorisation exceptionnelle d'importation de doses des vaccins anti-Covid russe Spoutnik V et indien Covaxin, tout en limitant leur utilisation. L'Agence nationale de vigilance sanitaire (Anvisa) s'était dans un premier temps opposée à leur homologation, considérant manquer de données pour s'assurer de leur sûreté et de leur efficacité.	PEOPLE	https://www.cnews.fr/jeux-video/2021-05-29/les-jeux-video-les-plus-attendus-de-2021-et-de-2022-1025167
vie-numerique	INFONET.FR OU LA GRATUITÉ EFFECTIVE DES DATAS D’ENTREPRISE	Ce 5 juin marque la journée mondiale de l'environnement. Alors que le réchauffement climatique se veut de plus en plus présent dans le quotidien, l'ONG Visions du Monde met en lumière l'une des conséquences de la crise : l'insécurité alimentaire grandissante. Camille Romain des Boscs, directrice générale de l'organisation en France, explique cependant que des solutions existent pour soulager les populations concernées.	PEOPLE	https://www.cnews.fr/vie-numerique/2021-05-28/infonetfr-ou-la-gratuite-effective-des-datas-dentreprise-1086551
vie-numerique	VOICI L'ASTUCE À CONNAÎTRE POUR SAUVER SON SMARTPHONE TOMBÉ DANS L'EAU	Le réchauffement climatique est souvent vu comme un problème du futur, avec des échéances à 2030, 2050... Vous n'êtes pas de cet avis. 	PEOPLE	https://www.cnews.fr/vie-numerique/2021-05-29/voici-lastuce-connaitre-pour-sauver-son-smartphone-tombe-dans-leau-701525
jeux-video	L'ATELIER DU JEU VIDÉO : VOICI COMMENT PROGRAMMER UN JEU SUR SWITCH	Absolument. Vision du monde est présente à l'international, et voit déjà les conséquences. Des millions de personnes souffrent de la faim à cause de l'intensification des phénomènes climatiques, que ce soit des ouragans, des sécheresses, des glissements de terrain... Les récoltes se retrouvent ravagées ou les habitants sont obligés de fuir. Un exemple très précis est l'invasion extrême des criquets pèlerins qui sont venus saccager des hectares et des hectares de récoltes dans la corne de l'Afrique. Sur place, 7 millions de personnes sont au bord de la famine. 	INTERNET	https://www.cnews.fr/jeux-video/2021-05-27/latelier-du-jeu-video-voici-comment-programmer-un-jeu-sur-switch-1086240
jeux-video	NINTENDO POURRAIT LANCER SA SWITCH PRO EN SEPTEMBRE	Pourquoi les populations pauvres sont-elles les premières touchées par la famine liée au réchauffement climatique ?	RÉSEAUX SOCIAUX	https://www.cnews.fr/jeux-video/2021-05-27/nintendo-pourrait-lancer-sa-switch-pro-en-septembre-991705
vie-numerique	MESSENGER : COMMENT PROTÉGER VOTRE COMPTE ET ACTIVER LES CONVERSATIONS SECRÈTES ?	75% des personnes les plus pauvres dans le monde vivent de l'agriculture. Elles sont du coup les plus touchées car lorsqu'elles perdent leurs récoltes, elles ne peuvent plus nourrir leur famille et en particulier leurs enfants. D'autant qu'elles ne participent pas directement au dérèglement climatique et que la pandémie de coronavirus a exacerbé cette question. 	GAMING	https://www.cnews.fr/vie-numerique/2021-05-26/messenger-comment-proteger-votre-compte-et-activer-les-conversations
vie-numerique	RATP : UNE IA VA «GÉRER» LES FLUX SUR LA LIGNE 14 DU MÉTRO	Pour lutter contre le réchauffement climatique, beaucoup de projets de plantation de forêts voient le jour. Mais Vision du Monde défend une pratique particulière. 	ETATS-UNIS	https://www.cnews.fr/vie-numerique/2021-05-25/ratp-une-ia-va-gerer-les-flux-sur-la-ligne-14-du-metro-1085316
vie-numerique	CYBERATTAQUES : LES IA SONT AUSSI VICTIMES DES PIRATES	Les forêts sont essentielles à la vie humaine, et nous proposons une approche pragmatique. Plutôt que de planter des arbres, nous utilisons des techniques pour régénérer les zones désertiques, en permettant notamment aux souches d'arbres de se développer. Cette stratégie a été imaginée par Tony Rinodo, prix Nobel alternatif en 2018, et est aujourd'hui utilisée dans 25 pays différents en Afrique et en Asie. Reboiser permet à l'eau de revenir, et donc à l'agriculture de repartir et de nourrir les populations. C'est un cercle vertueux à moindre coût. 	GAMING	https://www.cnews.fr/vie-numerique/2021-05-25/cyberattaques-les-ia-sont-aussi-victimes-des-pirates-1085205
vie-numerique	MANDELIEU : DES BORNES TACTILES DÉPLOYÉES POUR S’ENTRAINER GRATUITEMENT AVEC UN COACH VIRTUEL	Est-ce que d'autres solutions existent, puisque la crise climatique ne semble pas sur le point de se régler ? 	VIE PRATIQUE	https://www.cnews.fr/vie-numerique/2021-05-25/mandelieu-des-bornes-tactiles-deployees-pour-sentrainer-gratuitement-avec
vie-numerique	COMMENT PROTÉGER VOTRE IDENTITÉ ET VOTRE RÉPUTATION EN LIGNE ?	Nous travaillons avec les populations pour améliorer les conditions de vie des enfants, notamment dans l'accès à l'eau potable. Nous formons également à des pratiques pour que les agriculteurs puissent faire face aux chocs climatiques en créant par exemple des banques de céréales afin qu'ils ne soient pas démunis en cas de perte de leur récolte. Nous faisons attention à ce que ces pratiques ne viennent pas dégrader les sols. 	CONSO	https://www.cnews.fr/vie-numerique/2021-05-25/comment-proteger-votre-identite-et-votre-reputation-en-ligne-1084791
vie-numerique	VIVATECH 2021 : TOUT SAVOIR SUR LE SALON DES NOUVELLES TECHNOLOGIES	Emmanuel Macron a récemment parlé d'un «plan Marshall» pour l'Afrique. De quel oeil voyez-vous cette idée ? 	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/vie-numerique/2021-05-24/vivatech-2021-tout-savoir-sur-le-salon-des-nouvelles-technologies-1084917
vie-numerique	KYLIAN MBAPPÉ, DONALD TRUMP, NIGERIA... LES ANECDOTES D'EMMANUEL MACRON DANS LA VIDÉO DE MCFLY ET CARLITO	Plusieurs acteurs comme Vision du Monde poussent cette question climatique et veulent faire connaître les solutions pratiques. On espère que les ONG seront consultées et entendues car nous sommes au plus près des populations concernées. 	TECHNOLOGIES	https://www.cnews.fr/vie-numerique/2021-05-23/kylian-mbappe-donald-trump-nigeria-les-anecdotes-demmanuel-macron-dans-la
vie-numerique	FÊTE DES MÈRES 2021 : LE PLEIN D'IDÉES CADEAUX HIGH-TECH	Banni de Facebook depuis le 7 janvier dernier, Donald Trump ne pourra plus poster sur le réseau social au moins jusqu'au 7 janvier 2023. Le réseau social a annoncé ce vendredi soir que l'ex-président américain était suspendu pour deux ans, pour avoir encouragé ses partisans lors de l'attaque du Capitole.	GAMING	https://www.cnews.fr/vie-numerique/2021-05-22/fete-des-meres-2021-le-plein-didees-cadeaux-high-tech-1084048
jeux-video	DEATHLOOP : LES CRÉATEURS NOUS DÉVOILENT LES SECRETS DU FUTUR BLOCKBUSTER DE LA PS5	Sa punition pourrait même s'avérer plus longue. Dans un communiqué, la plate-forme précise qu'à la fin de ces deux ans, elle fera appel à des experts «pour évaluer si les risques pour la sécurité publique ont reculé». Si tel n'était pas le cas, la suspension serait alors prolongée pour une période donnée et réévaluée «jusqu'à ce que les risques disparaissent».	TECHNOLOGIES	https://www.cnews.fr/jeux-video/2021-05-21/deathloop-les-createurs-nous-devoilent-les-secrets-du-futur-blockbuster-de-la
vie-numerique	IMPÔTS : ATTENTION À CETTE ARNAQUE QUI PROMET UN REMBOURSEMENT	Même une fois levée, Donald Trump sera en sursis. S'il enfreint de nouveau les règles du réseau social, il pourrait risquer une suppression définitive de ses comptes Facebook et Instagram - qui appartient aussi au groupe de Mark Zuckerberg.	CYBERSÉCURITÉ	https://www.cnews.fr/vie-numerique/2021-05-20/impots-attention-cette-arnaque-qui-promet-un-remboursement-1083725
vie-numerique	LA FIN D'INTERNET EXPLORER PRÉVUE POUR LE 15 JUIN 2022	Ce bannissement de deux ans correspond à la sanction la plus importante du tout nouveau barème édicté par Facebook. Désormais, toutes les personnalités publiques risqueront une suspension allant d'un mois à deux ans en cas de violation des règles, notamment pour désinformation, dans des circonstances graves, telles que «des troubles civils et des violences». Les politiques étaient jusqu'ici protégés, au nom de «l'intérêt du public à s'informer».	GAMING	https://www.cnews.fr/vie-numerique/2021-05-20/la-fin-dinternet-explorer-prevue-pour-le-15-juin-2022-1083752
vie-numerique	VOICI POURQUOI LE BITCOIN A PERDU 10.000 DOLLARS EN UNE JOURNÉE	Donald Trump n'a pas tardé à réagir à cette décision, la qualifiant d' «insulte» à ses 75 millions d'électeurs lors de la présidentielle américaine de novembre 2020. «Ils ne devraient pas être autorisés à s'en tirer avec cette censure et ce silence, et finalement nous gagnerons. Notre pays ne peut plus supporter cet abus !», a-t-il dénoncé dans un communiqué.	PUBLI-RÉDACTIONNEL	https://www.cnews.fr/vie-numerique/2021-05-20/voici-pourquoi-le-bitcoin-perdu-10000-dollars-en-une-journee-1083776
vie-numerique	LES MEILLEURS SMARTPHONES DE 2021 SELON VOTRE BUDGET	Il s'agit d'un nouveau coup dur pour le républicain de 74 ans, banni de tous les réseaux sociaux (Facebook et Instagram, mais aussi Twitter et YouTube) depuis l'invasion du Capitole à Washington le 6 janvier dernier par des militants pro-Trump. Son blog, ouvert il y a un mois pour partager ses déclarations, a été désactivé mercredi, selon la presse américaine par manque de visiteurs.	ASTUCE DU JOUR	https://www.cnews.fr/vie-numerique/2021-04-09/les-meilleurs-smartphones-de-2021-selon-votre-budget-1051380
vie-numerique	ON A TESTÉ LES NOUVEAUX IMAC 24 POUCES D'APPLE	Un édifice étonnant. En Algérie, Omar Ould Fella, un entrepreneur de 50 ans, s'est construit une maison s'inspirant de l'architecture de la tour Eiffel parisienne. Celle-ci a immédiatement fait beaucoup parler sur les réseaux sociaux.	GAMING	https://www.cnews.fr/vie-numerique/2021-05-20/teste-les-nouveaux-imac-24-pouces-dapple-1081713
vie-numerique	CE JEU BASÉ SUR DES COURSES DE CHEVAUX VIRTUELS FAIT UN CARTON... (ET GÉNÈRE DES FORTUNES)	Il faut dire que sa nouvelle bâtisse, pour usage personnel, ne passe pas inaperçue. D'une hauteur de 28 mètres, composée de huit étages, et d'une superficie de 88 m2 au coeur d'un terrain de 600 m2, sa «maison tour Eiffel», peinte en noir et blanc, dénote dans le paysage montagneux de Kabylie où elle trône.	GAMING	https://www.cnews.fr/vie-numerique/2021-05-19/ce-jeu-base-sur-des-courses-de-chevaux-virtuels-fait-un-carton-et-genere
vie-numerique	DES CENTAINES DE BITCOIN OFFERTS PAR ERREUR PAR UN ÉCHANGE DE CRYPTOMONNAIES		RÉSEAUX SOCIAUX	https://www.cnews.fr/vie-numerique/2021-05-19/des-centaines-de-bitcoin-offerts-par-erreur-par-un-echange-de
vie-numerique	LA CHINE INTERDIT LE BITCOIN AUX INSTITUTIONS FINANCIÈRES	«J’ai voulu construire une maison qui sort de l’ordinaire», confie Ould Fella Omar à la chaîne de télévision algérienne Ennahar TV. «Mon choix s’est porté sur la tour Eiffel car elle incarne l’universalité», ajoute-il, cette fois-ci auprès du site VAVA innova.	RATP	https://www.cnews.fr/vie-numerique/2021-05-18/la-chine-interdit-le-bitcoin-aux-institutions-financieres-1082970
vie-numerique	AVEC BE PAID, CHANGEZ VOTRE REGARD SUR LA PUBLICITÉ	Mais rien n'a été simple pour ce promoteur immobilier, ancien éphémère joueur de football professionnel. «J’ai contacté un architecte pour la conception des plans, mais il m’a dit que le projet était irréalisable. J’ai alors décidé de le faire moi-même», raconte-t-il, assurant avoir lui-même mené à bien le projet, dont la construction a démarré en 2018.	CYBERSÉCURITÉ	https://www.cnews.fr/vie-numerique/2021-05-14/avec-be-paid-changez-votre-regard-sur-la-publicite-1081662
vie-numerique	CARTE BANCAIRE : CE QUI CHANGE LE 15 MAI SUR L'ENSEMBLE DES PAIEMENTS EN LIGNE	L'architecture rappelant la tour Eiffel n'est pas le seul élément singulier de cette maison. Ould Fella Omar y a également glissé des références à d'autres monuments célèbres : une allée d'une centaine de mètres ressemblant à la Grande Muraille de Chine, et un sous-sol dans le style des pyramides égyptiennes. Autour de la bâtisse, une cour, une piscine, un stade et une aire de jeu sont en cours de finalisation.	INNOVATION	https://www.cnews.fr/vie-numerique/2021-05-13/carte-bancaire-ce-qui-change-le-15-mai-sur-lensemble-des-paiements-en-ligne
vie-numerique	VOICI POURQUOI ELON MUSK NE VEUT PLUS UTILISER LE BITCOIN (POUR L'INSTANT)	Sur les réseaux sociaux, les internautes se sont enflammés au sujet de cet incroyable édifice, certains appréciant son originalité, quand d'autres l'ont critiqué, y voyant un hommage malvenu à la culture française. Le sénateur du FLN (Front de libération nationale) Abdelouahab Benzaim est allé jusqu'à demander sur Facebook «la démolition de ce symbole de fidélité au colonisateur».	CYBERSÉCURITÉ	https://www.cnews.fr/vie-numerique/2021-05-13/voici-pourquoi-elon-musk-ne-veut-plus-utiliser-le-bitcoin-pour-linstant
vie-numerique	LE CRÉATEUR DE L'ETHEREUM DONNE 1 MILLIARD DE DOLLARS À L'INDE POUR LUTTER CONTRE LE COVID		TECHNOLOGIES	https://www.cnews.fr/vie-numerique/2021-05-13/le-createur-de-lethereum-donne-1-milliard-de-dollars-linde-pour-lutter
jeux-video	CLOUD GAMING : BLACKNUT LANCE SON SERVICE SUR IPHONE	De son côté, Ould Fella Omar dit ne pas faire attention à cette polémique. Il n'exclut pas même d'ouvrir sa maison aux visiteurs, afin d’encourager le «tourisme de montagne». Et l'entrepreneur voit plus grand pour sa région, la Kabylie : «J’aimerais qu'on bâtisse les sept merveilles du monde ici !»	YOUTUBE	https://www.cnews.fr/jeux-video/2021-05-12/cloud-gaming-blacknut-lance-son-service-sur-iphone-1080988
vie-numerique	NFT : LA PREMIÈRE VENTE D'ART AUX ENCHÈRES EN FRANCE AURA LIEU DIMANCHE	Un voleur bien malchanceux. En Pologne, un homme de 22 ans s'est sans doute imaginé devenir riche, après avoir volé dans un magasin un présentoir contenant 591 tickets à gratter. Malheureusement pour lui, aucun ne s'est avéré gagnant. Il a en plus été arrêté par la police.	CONSO	https://www.cnews.fr/vie-numerique/2021-05-12/nft-la-premiere-vente-dart-aux-encheres-en-france-aura-lieu-dimanche
vie-numerique	UN FRANÇAIS SUR DEUX UTILISE LE WIFI PUBLIC EN VACANCES, MALGRÉ LES RISQUES	Le jeune homme s'est rendu dans cette épicerie d'Iława, dans le nord de la Pologne, sous prétexte d'acheter de l'alcool. A peine la vendeuse avait-elle le dos tourné pour aller chercher la bouteille, que l'homme a attrapé le support en plastique, posé sur le comptoir du magasin et rempli de jeux à gratter, et s'est enfui avec, relate Polsat News.	GAMING	https://www.cnews.fr/vie-numerique/2021-05-12/un-francais-sur-deux-utilise-le-wifi-public-en-vacances-malgre-les-risques
jeux-video	ASSASSIN’S CREED VALHALLA : ON A JOUÉ AU DLC LA COLÈRE DES DRUIDES	La femme a signalé à la police le vol, dont le préjudice pour la boutique est estimé à 2.500 zlotys (550 euros). Le malfrat a été retrouvé. Mais il avait déjà eu le temps de gratter l'ensemble des 591 tickets, et de découvrir, penaud, qu'aucun n'était gagnant.	FISCALITÉ	https://www.cnews.fr/jeux-video/2021-05-12/assassins-creed-valhalla-joue-au-dlc-la-colere-des-druides-1080577
vie-numerique	LE MUSEUM D'HISTOIRE NATURELLE FAIT REVIVRE LES ANIMAUX DISPARUS EN RÉALITÉ AUGMENTÉE	Interrogé par les forces de l'ordre, il a avoué le vol. Il risque une peine pouvant aller jusqu'à cinq ans d'emprisonnement. On peut dire qu'il a vraiment tout perdu.	MICROSOFT	https://www.cnews.fr/vie-numerique/2021-05-11/le-museum-dhistoire-naturelle-fait-revivre-les-animaux-disparus-en-realite
vie-numerique	E-JUNIOR.FR : UN NOUVEAU SITE SENSIBILISE ENFANTS ET PARENTS AUX USAGES D'INTERNET	Une histoire peu banale. En Inde, une jeune femme est décédée le jour de son mariage, mais cela n'a pas mis un terme à la cérémonie pour autant. Le marié a épousé sa soeur à la place.	CRYPTOMONNAIE	https://www.cnews.fr/vie-numerique/2021-05-11/e-juniorfr-un-nouveau-site-sensibilise-enfants-et-parents-aux-usages
vie-numerique	WHATSAPP : QUE DEVIENDRONT LES COMPTES QUI N'ONT PAS ACCEPTÉ LES NOUVELLES CONDITIONS ?	La jeune femme, prénommée Surbhi, se serait effondrée et serait décédée d'une crise cardiaque juste au début de la cérémonie la semaine dernière, après avoir échangé des guirlandes traditionnelles avec son futur mari, Mangesh Kumar.	CONSO	https://www.cnews.fr/vie-numerique/2021-05-11/whatsapp-que-deviendront-les-comptes-qui-nont-pas-accepte-les-nouvelles
vie-numerique	SUR TWITTER, ELON MUSK PROPOSE DE PAYER LES TESLA EN DOGECOIN	Surbhi a été déclaré morte sur les lieux. En temps normal, ce type de drame mettrait un terme à la plupart, sinon à toutes les cérémonies de mariage. Mais dans ce cas, les familles des mariés se seraient regroupées et auraient trouvé une solution : la famille de Surbhi aurait «offert» au marié Nisha, sa soeur, révèle le site TMZ.	TECHNOLOGIES	https://www.cnews.fr/vie-numerique/2021-05-11/sur-twitter-elon-musk-propose-de-payer-les-tesla-en-dogecoin-1080421
jeux-video	MASS EFFECT EDITION LÉGENDAIRE : RETROUVEZ NOTRE INTERVIEW EXCLUSIVE DES CRÉATEURS	Lorsque le mariage a repris, le corps de la mariée décédée a été emmené dans une autre pièce.	ARGENT	https://www.cnews.fr/jeux-video/2021-05-11/mass-effect-edition-legendaire-retrouvez-notre-interview-exclusive-des
vie-numerique	MARS : PILOTEZ LE ROVER PERSEVERANCE COMME SI VOUS Y ÉTIEZ	Le frère de Nisha et Surbhi a déclaré au Times of India : «C'était une situation bizarre car le mariage de ma sœur cadette a eu lieu alors que le cadavre de mon autre sœur était allongé dans une autre pièce».	HIGH-TECH	https://www.cnews.fr/vie-numerique/2021-05-10/mars-pilotez-le-rover-perseverance-comme-si-vous-y-etiez-1080095
vie-numerique	QUAND VOTRE MOBILE INDIQUE 100% DE CHARGE, CE N’EST PAS VRAI	Alors, pourquoi le mariage a-t-il continué ? La mère de la mariée aurait plaidé pour que la fête se déroule comme prévu, et la famille du marié attendait une dot.	CRYPTOMONNAIE	https://www.cnews.fr/vie-numerique/2021-05-10/quand-votre-mobile-indique-100-de-charge-ce-nest-pas-vrai-1079226
vie-numerique	LES MEILLEURS APPAREILS PHOTOS DE 2021	Bien que cette pratique ait été officiellement interdite en Inde en 1961, elle est toujours répandue.	À LA UNE SUR IE WEB TV	https://www.cnews.fr/vie-numerique/2021-05-09/les-meilleurs-appareils-photos-de-2021-1079172
jeux-video	PS5 : UNE NOUVELLE VERSION À PARTIR DE 2022 POUR FAIRE FACE À LA PÉNURIE ?	Se lever tôt est bon pour la santé mentale. En effet, selon une étude menée par une équipe de scientifiques américains, les personnes qui se réveillent de bonne heure auraient un risque de dépression moins élevé.	COMMERCE	https://www.cnews.fr/jeux-video/2021-05-07/ps5-une-nouvelle-version-partir-de-2022-pour-faire-face-la-penurie-1079202
vie-numerique	LA LUMIÈRE BLEUE INTERDITE DÈS 2022 DANS LES JOUETS POUR ENFANTS	Avant d’arriver à cette conclusion, les chercheurs de l'Université du Colorado à Boulder et du Broad Institute, qui ont publié leurs travaux sur le site JAMA Psychiatry, ont analysé les données génétiques de 840.000 individus.	CRYPTOMONNAIE	https://www.cnews.fr/vie-numerique/2021-05-07/la-lumiere-bleue-interdite-des-2022-dans-les-jouets-pour-enfants-1079178
vie-numerique	TWITTER PROPOSE AUX UTILISATEURS DE DONNER DES POURBOIRES À LEURS COMPTES FAVORIS	Parmi eux, 85.000 ont été équipés durant une semaine d’un tracker de sommeil, un appareil permettant d’étudier le comportement du dormeur, et 250.000 ont rempli des questionnaires sur leurs habitudes de sommeil. En moyenne, les participants se sont couchés à 23 heures et se sont levés à 6 heures du matin.	SOLIDARITÉ	https://www.cnews.fr/vie-numerique/2021-05-07/twitter-propose-aux-utilisateurs-de-donner-des-pourboires-leurs-comptes
vie-numerique	TÉLÉPHONE VOLÉ OU PERDU : COMMENT FAIRE POUR LE LOCALISER ?	Après quoi les spécialistes ont mis en relation ces données avec un autre échantillon contenant des informations génétiques, des dossiers médicaux anonymisés, et des enquêtes sur les diagnostics de troubles dépressifs.	STREAMING	https://www.cnews.fr/vie-numerique/2021-05-07/telephone-vole-ou-perdu-comment-faire-pour-le-localiser-1078828
videos	AYRUU : L’APPLICATION DE GESTION POUR LES VOYAGES D’AFFAIRES	Ils sont alors arrivés à la conclusion que les personnes prédisposées génétiquement à être des «couche-tôt lève-tôt» courent un risque moins élevé de souffrir d’une dépression. D’après leur étude, une personne qui met son réveil une heure plus tôt en s’étant couchée à minuit, au lieu de 1h du matin habituellement, réduit son risque de 23%.	CRYPTOMONNAIE	https://www.cnews.fr/videos/vie-numerique/2021-05-06/ayruu-lapplication-de-gestion-pour-les-voyages-daffaires-1078852
vie-numerique	COMMENT EXPLIQUER L’ENVOLÉE DU COURS DU BITCOIN ?	Pour se lever tôt du bon pied et en forme, il est essentiel de «passer des nuits bien sombres et des journées lumineuses», et ce, dès le lever, recommandent les chercheurs.	CYBERSÉCURITÉ	https://www.cnews.fr/vie-numerique/2021-05-06/comment-expliquer-lenvolee-du-cours-du-bitcoin-1078831
vie-numerique	LES MOTS DE PASSE VONT-ILS DISPARAÎTRE D'ICI À 2030 ?	En effet, en s’exposant rapidement à la lumière du jour, en ouvrant les volets, ou artificielle, on va bloquer la sécrétion de la mélatonine, l’hormone du sommeil, et stimuler la production de cortisol, une hormone qui facilite l’éveil.	GAMING	https://www.cnews.fr/vie-numerique/2021-05-06/les-mots-de-passe-vont-ils-disparaitre-dici-2030-1078053
jeux-video	AVEC L'ATELIER DU JEU VIDÉO, NINTENDO INVITE LES FAMILLES À PROGRAMMER	Il faut également veiller à limiter toutes les sources lumineuses de la chambre en fermant correctement les volets mais aussi en dissimulant les signaux extrêmement minimes comme le voyant de veille de la télévision ou de l'ordinateur.	HISTOIRE	https://www.cnews.fr/jeux-video/2021-05-06/avec-latelier-du-jeu-video-nintendo-invite-les-familles-programmer-1078407
jeux-video	LES MEILLEURS JEUX VIDÉO DE 2021	Même les yeux fermés, certaines cellules de la rétine, dites ganglionnaires à mélanopsine, captent la lumière. Celles-ci vont alors stimuler l’activité cérébrale et diminuer la sécrétion de mélatonine (hormone du sommeil).	FAMILLE	https://www.cnews.fr/jeux-video/2021-05-05/les-meilleurs-jeux-video-de-2021-1078296
vie-numerique	LE RÉSEAU INTERNET DU GOUVERNEMENT BELGE MIS HORS SERVICE PAR DES HACKERS	Vingt-trois civils tués, 10 autres blessés lors d'opérations militaires : c'est le bilan dressé par l'armée américaine pour l'année 2020, dans un rapport du Pentagone publié mercredi 2 juin. Des estimations bien inférieures à celles des ONG.	SMARTPHONE	https://www.cnews.fr/vie-numerique/2021-05-05/le-reseau-internet-du-gouvernement-belge-mis-hors-service-par-des-hackers
sport	D1 FÉMININE : LE PSG CHAMPION DE FRANCE POUR LA PREMIÈRE FOIS	Ces dernières réalisent régulièrement leur propre bilan des frappes américaines. Airwars, par exemple, évoque 102 victimes civiles dans le monde. Soit cinq fois plus que le chiffre avancé par le Pentagone.	CRYPTOMONNAIE	https://www.cnews.fr/sport/2021-06-04/d1-feminine-le-psg-champion-de-france-pour-la-premiere-fois-1089308
videos	NBA CORNER : LES SUNS ET LES NUGGETS AU SECOND TOUR, BUCKS V. NETS, HAWKS V. SIXERS	De son côté, la mission de l'ONU en Afghanistan (Unama) décompte à elle seule 89 morts et 31 blessés liés aux opérations des forces de la coalition dans le pays, lesquelles sont dirigées par les Etats-Unis.	GAMING	https://www.cnews.fr/videos/sport/2021-06-04/nba-corner-les-suns-et-les-nuggets-au-second-tour-bucks-v-nets-hawks-v
sport	ROLAND-GARROS : UNE JOUEUSE RUSSE PLACÉE EN GARDE À VUE POUR DES SOUPÇONS DE PARIS TRUQUÉS	Parmi les civils tués qu'elle recense dans son rapport, l'armée américaine en situe 20, soit la majeure partie, en Afghanistan. Il est également fait état d'un mort en Somalie en février et d'un autre en Irak, au mois de mars. Le document, dont une partie reste secret défense, ne précise pas où et quand la 23e victime a été tuée.	ESPACE	https://www.cnews.fr/sport/2021-06-04/roland-garros-une-joueuse-russe-placee-en-garde-vue-pour-des-soupcons-de-paris
sport	ROLAND-GARROS 2021 : AUCUN FRANÇAIS AU 3E TOUR POUR LA PREMIÈRE FOIS DE L'HISTOIRE	Pourtant, selon Airwars et d'autres ONG, le nombre de victimes civiles en Somalie s'élève plutôt à 7. Et d'autres sources font état de 6 autres morts en Syrie et en Irak. Face a cet écart entre les bilans, l'Union américaine pour les libertés civiles (ACLU) déplore que «les enquêtes du ministère de la Défense et la reconnaissance de sa responsabilité dans la mort de civils restent terriblement insuffisantes».	SMARTPHONE	https://www.cnews.fr/sport/2021-06-04/roland-garros-2021-aucun-francais-au-3e-tour-pour-la-premiere-fois-de-lhistoire
sport	MOTOGP : FABIO QUARTARARO EN ROUTE VERS LE TITRE ?	Pour les années 2017 et 2019, le Pentagone a d'ailleurs revu son bilan à la hausse, reconnaissant 65 morts et 22 blessés supplémentaires, notamment en Syrie et au Yémen. L'une des responsables de l'ACLU, Hina Shamsi, souligne néanmoins qu'il est «frappant» qu'«aucun dédommagement» n'ait été proposé ou versé aux familles des victimes, alors même que, selon elle, des fonds ont été «débloqués par le Congrès».	CONSO	https://www.cnews.fr/sport/2021-06-04/motogp-fabio-quartararo-en-route-vers-le-titre-1088769
sport	BORDEAUX-TOULOUSE, BAYONNE-STADE FRANÇAIS… 26E JOURNÉE DE TOP 14 : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?	L'Union européenne veut des explications. Bruxelles a exprimé son inquiétude suite au déploiement de «canons sonores» à la frontière entre la Grèce et la Turquie, qui ont pour objectif d'éloigner les migrants.	GAMING	https://www.cnews.fr/sport/2021-06-04/bordeaux-toulouse-bayonne-stade-francais-26e-journee-de-top-14-quelle-heure-et-sur
sport	EQUIPE DE FRANCE : 5 000 SUPPORTERS POUR ENCOURAGER LES BLEUS FACE À LA BULGARIE	Les engins, qui font la taille d'une petite télévision, envoient des sons assourdissants qui ressemblent à des bruits d'alarme. Poussé à son maximum, le bruit peut être aussi violent que celui d'un moteur d'avion à réaction. Associated Press a dévoilé leur déploiement en Grèce le 31 mai en expliquant que les machines devaient servir à garder la frontière de 200 kilomètres avec la Turquie. 	SANTE	https://www.cnews.fr/sport/2021-06-03/equipe-de-france-5-000-supporters-pour-encourager-les-bleus-face-la-bulgarie
